"transaction","modo","consorcio","id_servico_jae","servico","descricao_servico","nome_completo_servico","latitude_servico","longitude_servico","sentido","cadastro_cliente","produto","tipo_transacao","tipo_usuario","meio_pagamento","quantidade_passageiros"
"I9CEYVHMVA","BRT","MobiRio","95","TCIPA","Ipase","TCIPA - Ipase","-2290469","-4335704","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","95","TCIPA","Ipase","TCIPA - Ipase","-2290469","-4335704","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"ZXQ5V54EN6","BRT","MobiRio","95","TCIPA","Ipase","TCIPA - Ipase","-2290469","-4335704","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"A024FCEYPJ","BRT","MobiRio","95","TCIPA","Ipase","TCIPA - Ipase","-2290469","-4335704","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","94","TCPSC","PraÃ§a Seca","TCPSC - PraÃ§a Seca","-2289773","-4335224","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"8ZD0YEG18B","BRT","MobiRio","94","TCPSC","PraÃ§a Seca","TCPSC - PraÃ§a Seca","-2289773","-4335224","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"ZXQ5V54EN6","BRT","MobiRio","94","TCPSC","PraÃ§a Seca","TCPSC - PraÃ§a Seca","-2289773","-4335224","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"7INHQ25KJP","BRT","MobiRio","94","TCPSC","PraÃ§a Seca","TCPSC - PraÃ§a Seca","-2289773","-4335224","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"SS7XCGD5FZ","BRT","MobiRio","94","TCPSC","PraÃ§a Seca","TCPSC - PraÃ§a Seca","-2289773","-4335224","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","94","TCPSC","PraÃ§a Seca","TCPSC - PraÃ§a Seca","-2289773","-4335224","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"SS7XCGD5FZ","BRT","MobiRio","92","PCPTE","Pinto Teles","PCPTE - Pinto Teles","-228884","-4334593","0","Cadastrado","Carteira","Integral","Pagante","QRCode","2"
"RGMNS3HUYW","BRT","MobiRio","92","PCPTE","Pinto Teles","PCPTE - Pinto Teles","-228884","-4334593","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"I9CEYVHMVA","BRT","MobiRio","91","TCCAM","Campinho","TCCAM - Campinho","-2288219","-433419","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"A024FCEYPJ","BRT","MobiRio","91","TCCAM","Campinho","TCCAM - Campinho","-2288219","-433419","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"7INHQ25KJP","BRT","MobiRio","91","TCCAM","Campinho","TCCAM - Campinho","-2288219","-433419","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"SS7XCGD5FZ","BRT","MobiRio","91","TCCAM","Campinho","TCCAM - Campinho","-2288219","-433419","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"YJW5QWJ3YY","BRT","MobiRio","91","TCCAM","Campinho","TCCAM - Campinho","-2288219","-433419","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","91","TCCAM","Campinho","TCCAM - Campinho","-2288219","-433419","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"BML4FP39EC","BRT","MobiRio","90","TCMAD","Madureira - Manaceia","TCMAD - Madureira - Manaceia","-2287725","-4333608","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"U8TK4SSP72","BRT","MobiRio","90","TCMAD","Madureira - Manaceia","TCMAD - Madureira - Manaceia","-2287725","-4333608","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"V5HVBUTR8J","BRT","MobiRio","90","TCMAD","Madureira - Manaceia","TCMAD - Madureira - Manaceia","-2287725","-4333608","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"V5HVBUTR8J","BRT","MobiRio","90","TCMAD","Madureira - Manaceia","TCMAD - Madureira - Manaceia","-2287725","-4333608","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"5NTY0GUMZI","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"V5HVBUTR8J","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"BML4FP39EC","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"OPMC6CY4SW","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"I9CEYVHMVA","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"5NTY0GUMZI","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"ZXQ5V54EN6","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"U8TK4SSP72","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"BVRK4U628K","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","3"
"ZXQ5V54EN6","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"G68UYLQZG8","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"SS7XCGD5FZ","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","2"
"7INHQ25KJP","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"SS7XCGD5FZ","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"0GOHFMB4XE","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"A024FCEYPJ","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"V5HVBUTR8J","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"29GJYC8ZPT","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"BVRK4U628K","BRT","MobiRio","116","TCMPP","Terminal Paulo da Portela","TCMPP - Terminal Paulo da Portela","-22877989","-43336399","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"V5HVBUTR8J","BRT","MobiRio","89","TCMCD","MercadÃ£o de Madureira","TCMCD - MercadÃ£o de Madureira","-2287024","-4333555","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"SS7XCGD5FZ","BRT","MobiRio","86","TCVLO","Vaz Lobo","TCVLO - Vaz Lobo","-2285647","-4332815","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"7INHQ25KJP","BRT","MobiRio","85","TCMBA","Marambaia","TCMBA - Marambaia","-2285304","-4332028","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"OPMC6CY4SW","BRT","MobiRio","85","TCMBA","Marambaia","TCMBA - Marambaia","-2285304","-4332028","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"U8TK4SSP72","BRT","MobiRio","85","TCMBA","Marambaia","TCMBA - Marambaia","-2285304","-4332028","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"7INHQ25KJP","BRT","MobiRio","85","TCMBA","Marambaia","TCMBA - Marambaia","-2285304","-4332028","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"5NTY0GUMZI","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"29GJYC8ZPT","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"7INHQ25KJP","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"0GOHFMB4XE","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"A024FCEYPJ","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","QRCode","3"
"JAC0CVAH5R","BRT","MobiRio","84","TCVCA","Vicente de Carvalho","TCVCA - Vicente de Carvalho","-2285265","-4331275","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","83","TCVKO","Vila Kosmos - Nossa Senhora do Carmo","TCVKO - Vila Kosmos - Nossa Senhora do Carmo","-2284968","-4330798","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"SS7XCGD5FZ","BRT","MobiRio","80","TCGUA","GuaporÃ©","TCGUA - GuaporÃ©","-2283765","-4328972","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"SS7XCGD5FZ","BRT","MobiRio","80","TCGUA","GuaporÃ©","TCGUA - GuaporÃ©","-2283765","-4328972","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","79","TCPJS","Pastor JosÃ© Santos","TCPJS - Pastor JosÃ© Santos","-2283909","-4328328","0","Cadastrado","Carteira","Integral","Pagante","QRCode","2"
"A024FCEYPJ","BRT","MobiRio","79","TCPJS","Pastor JosÃ© Santos","TCPJS - Pastor JosÃ© Santos","-2283909","-4328328","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"4VSASYRQLK","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"SS7XCGD5FZ","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"YJW5QWJ3YY","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","QRCode","2"
"0GOHFMB4XE","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"29GJYC8ZPT","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"OPMC6CY4SW","BRT","MobiRio","78","TCPE1","Penha I","TCPE1 - Penha I","-2284163","-4327715","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"SS7XCGD5FZ","BRT","MobiRio","77","TCPE2","Penha II","TCPE2 - Penha II","-2284194","-432764","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"7INHQ25KJP","BRT","MobiRio","74","TCCMO","Cardoso de Moraes - ViÃºva Garcia","TCCMO - Cardoso de Moraes - ViÃºva Garcia","-2285743","-4325809","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"V5HVBUTR8J","BRT","MobiRio","74","TCCMO","Cardoso de Moraes - ViÃºva Garcia","TCCMO - Cardoso de Moraes - ViÃºva Garcia","-2285743","-4325809","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"V5HVBUTR8J","BRT","MobiRio","73","TCSTL","Santa Luzia","TCSTL - Santa Luzia","-2285485","-4325325","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"8ZD0YEG18B","BRT","MobiRio","73","TCSTL","Santa Luzia","TCSTL - Santa Luzia","-2285485","-4325325","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"I9CEYVHMVA","BRT","MobiRio","73","TCSTL","Santa Luzia","TCSTL - Santa Luzia","-2285485","-4325325","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"A024FCEYPJ","BRT","MobiRio","73","TCSTL","Santa Luzia","TCSTL - Santa Luzia","-2285485","-4325325","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","72","TCMAR","MarÃ©","TCMAR - MarÃ©","-22847","-4324367","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"U8TK4SSP72","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"V5HVBUTR8J","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"BVRK4U628K","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"4VSASYRQLK","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"V5HVBUTR8J","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"G68UYLQZG8","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"5NTY0GUMZI","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"0GOHFMB4XE","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"5NTY0GUMZI","BRT","MobiRio","71","TCFAM","Terminal Aroldo Melodia","TCFAM - Terminal Aroldo Melodia","-2283936","-4323978","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"V5HVBUTR8J","BRT","MobiRio","70","TCTJ1","GaleÃ£o - Tom Jobim 1","TCTJ1 - GaleÃ£o - Tom Jobim 1","-2281108","-4325148","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"OPMC6CY4SW","BRT","MobiRio","70","TCTJ1","GaleÃ£o - Tom Jobim 1","TCTJ1 - GaleÃ£o - Tom Jobim 1","-2281108","-4325148","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"V5HVBUTR8J","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","QRCode","3"
"U8TK4SSP72","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"0GOHFMB4XE","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"V5HVBUTR8J","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"29GJYC8ZPT","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"SS7XCGD5FZ","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"0GOHFMB4XE","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"OPMC6CY4SW","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"29GJYC8ZPT","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"SS7XCGD5FZ","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"A024FCEYPJ","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"8ZD0YEG18B","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"ZXQ5V54EN6","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"0GOHFMB4XE","BRT","MobiRio","133","TLREC","Terminal ParalÃ­mpico Recreio","TLREC - Terminal ParalÃ­mpico Recreio","-2300843","-4344038","0","Cadastrado","CartÃ£o Avulso","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","137","TLTAP","Tapebuias","TLTAP - Tapebuias","-2300014","-4342976","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"7INHQ25KJP","BRT","MobiRio","137","TLTAP","Tapebuias","TLTAP - Tapebuias","-2300014","-4342976","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"JAC0CVAH5R","BRT","MobiRio","130","TLOLO","Olof Palme","TLOLO - Olof Palme","-2298177","-4341022","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"29GJYC8ZPT","BRT","MobiRio","128","TLMIP","Minha Praia","TLMIP - Minha Praia","-2296677","-4339706","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","128","TLMIP","Minha Praia","TLMIP - Minha Praia","-2296677","-4339706","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"ZXQ5V54EN6","BRT","MobiRio","128","TLMIP","Minha Praia","TLMIP - Minha Praia","-2296677","-4339706","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"I9CEYVHMVA","BRT","MobiRio","128","TLMIP","Minha Praia","TLMIP - Minha Praia","-2296677","-4339706","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"V5HVBUTR8J","BRT","MobiRio","118","TLASA","Asa Branca","TLASA - Asa Branca","-2296325","-4339379","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"YJW5QWJ3YY","BRT","MobiRio","118","TLASA","Asa Branca","TLASA - Asa Branca","-2296325","-4339379","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"SS7XCGD5FZ","BRT","MobiRio","118","TLASA","Asa Branca","TLASA - Asa Branca","-2296325","-4339379","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"A024FCEYPJ","BRT","MobiRio","118","TLASA","Asa Branca","TLASA - Asa Branca","-2296325","-4339379","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"G68UYLQZG8","BRT","MobiRio","118","TLASA","Asa Branca","TLASA - Asa Branca","-2296325","-4339379","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","125","TLLDI","Leila Diniz","TLLDI - Leila Diniz","-22952975","-43390581","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"29GJYC8ZPT","BRT","MobiRio","125","TLLDI","Leila Diniz","TLLDI - Leila Diniz","-22952975","-43390581","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"YJW5QWJ3YY","BRT","MobiRio","119","TLBOI","BoiÃºna","TLBOI - BoiÃºna","-2291567","-4339808","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"A024FCEYPJ","BRT","MobiRio","126","TLMFE","Marechal Fontenelle","TLMFE - Marechal Fontenelle","-2288654","-434008","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"U8TK4SSP72","BRT","MobiRio","126","TLMFE","Marechal Fontenelle","TLMFE - Marechal Fontenelle","-2288654","-434008","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"U8TK4SSP72","BRT","MobiRio","126","TLMFE","Marechal Fontenelle","TLMFE - Marechal Fontenelle","-2288654","-434008","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","3"
"29GJYC8ZPT","BRT","MobiRio","126","TLMFE","Marechal Fontenelle","TLMFE - Marechal Fontenelle","-2288654","-434008","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"0GOHFMB4XE","BRT","MobiRio","126","TLMFE","Marechal Fontenelle","TLMFE - Marechal Fontenelle","-2288654","-434008","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","126","TLMFE","Marechal Fontenelle","TLMFE - Marechal Fontenelle","-2288654","-434008","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"RGMNS3HUYW","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"I9CEYVHMVA","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"7INHQ25KJP","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"I9CEYVHMVA","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"V5HVBUTR8J","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"7INHQ25KJP","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"SS7XCGD5FZ","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","2"
"0GOHFMB4XE","BRT","MobiRio","136","TLSUL","Terminal Sulacap","TLSUL - Terminal Sulacap","-2288415","-4339961","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"5NTY0GUMZI","BRT","MobiRio","135","TLMGB","SÃ£o JosÃ© de MagalhÃ£es Bastos","TLMGB - SÃ£o JosÃ© de MagalhÃ£es Bastos","-2286811","-43413185","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"U8TK4SSP72","BRT","MobiRio","135","TLMGB","SÃ£o JosÃ© de MagalhÃ£es Bastos","TLMGB - SÃ£o JosÃ© de MagalhÃ£es Bastos","-2286811","-43413185","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"RGMNS3HUYW","BRT","MobiRio","135","TLMGB","SÃ£o JosÃ© de MagalhÃ£es Bastos","TLMGB - SÃ£o JosÃ© de MagalhÃ£es Bastos","-2286811","-43413185","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"V5HVBUTR8J","BRT","MobiRio","135","TLMGB","SÃ£o JosÃ© de MagalhÃ£es Bastos","TLMGB - SÃ£o JosÃ© de MagalhÃ£es Bastos","-2286811","-43413185","0","Cadastrado","Carteira","Integral","Pagante","QRCode","1"
"BVRK4U628K","BRT","MobiRio","135","TLMGB","SÃ£o JosÃ© de MagalhÃ£es Bastos","TLMGB - SÃ£o JosÃ© de MagalhÃ£es Bastos","-2286811","-43413185","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"BVRK4U628K","BRT","MobiRio","139","TLVIL","Vila Militar","TLVIL - Vila Militar","-2286221","-4340062","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
"SS7XCGD5FZ","BRT","MobiRio","139","TLVIL","Vila Militar","TLVIL - Vila Militar","-2286221","-4340062","0","Cadastrado","Carteira","Integral","Pagante","CartÃ£o","1"
